id,label
311111,"Ryong Lee"
1457991,"E. Puppo"
81736,"R. Thenius"
933700,"A. Cortés"
769867,"V. García"
1490764,"H. Ishibuchi"
900944,"Fabio Salice"
606033,"Y. Suenaga"
1326929,"Salim Hariri"
278356,"Xiang-yang Wang"
474964,"Hong Qiao"
343895,"Shlomo Shamai"
1490780,"Sandeep N. Bhatt"
245596,"K Kuchcinski"
1392480,"Jung-Hyun Kim"
245604,"B. Di Martino"
278373,"David Carrera"
376683,"Weigen Yan"
1458033,"Guang Qiu"
16243,"Bo Yang"
1163130,"Giovanni Maria Farinella"
409468,"S. Russo"
1556348,"Shuichi Miyazaki"
1163134,"Wolfgang Trumler"
1621886,"Yoon Ho Choi"
933756,"D. D. Corkill"
638851,"J. Rokne"
376708,"Maggie R. Breedy"
409478,"Barbara Russo"
933769,"J. Mira"
1097610,"Sébastien Ourselin"
966543,"V Gianuzzi"
376719,"Jeffrey F. Cohn"
933778,"M. A. Hernández"
966551,"John McBrewster"
1163161,"A. Bertoni"
540571,"Marios Mavronicolas"
1097630,"Alexander Meschtscherjakov"
1654687,"Michelangelo Ceci"
409507,"Bjorn De Sutter"
1523621,"Yossi Azar"
1294249,"Spiros Papadimitriou"
376748,"Junji Watanabe"
573357,"Thomas W. Reps"
1523631,"John Grundy"
966580,"Alberto Gil-Solla"
1458102,"Oriol Pujol"
114615,"David B. Lomet"
966586,"Michitaka Hirose"
573376,"Peter Schröder"
147396,"Yasue Mitsukura"
1228747,"Cǎlin Caşcaval"
769996,"Ruzhan Lu"
573390,"Gabrielle Allen"
442322,"Nobutaka Shimada"
868313,"Kun Zhou"
245725,"C N Prague"
1294313,"Georgios I. Papadimitriou"
704491,"Kirill Levchenko"
1261547,"Katinka Wolter"
147438,"Jordi Levy"
573426,"Lutz Schröder"
1687541,"Paola Sebastiani"
1327095,"Vasileios Kokkinos"
704505,"Giorgos Lepouras"
573434,"Xiaofei Liao"
573435,"Xiaofeng Liao"
802812,"F. Rousseau"
16383,"Liguo Yu"
802816,"Franck Rousseau"
1294342,"P. Zezula"
147464,"P. Bellini"
507912,"Pavol Zavarsky"
507914,"Ian Gorton"
475147,"V. Raman"
114700,"Yann-Gaël Guéhéneuc"
114697,"Z. Meral Ozsoyoglu"
1458186,"De-Hui Kong"
1490962,"D. Malerba"
1425426,"Sankar K. Pal"
147477,"Michele Flammini"
802837,"Sarah George"
868373,"Jonathan Wilkenfeld"
1589274,"Elvinia Riccobene"
1687579,"Robert P. Dick"
1523747,"Tetsuo Asano"
81955,"A U Shankar"
442408,"Sascha Ossowski"
278581,"Arjen Hommersom"
737335,"Lennart C. L. Kats"
1687607,"Masahide Abe"
1327162,"Brian W. Unger"
1228859,"Eugene Asarin"
802879,"Yuval Elovici"
180287,"Johannes E. Gehrke"
933951,"Kenji Eguchi"
1196098,"Youngjoong Ko"
1687619,"Larry L. Peterson"
376901,"Beata Zielosko"
278598,"A. Robles"
737358,"L. Sterpone"
180314,"T. E. Sheard"
868444,"M. Zandian"
475229,"Gang Chen"
737375,"Hyuck Han"
180320,"J. P. Teixeira"
606303,"Y. Hara"
1687662,"R. Sebastiani"
1654895,"Hayit Greenspan"
1359982,"Antonio Portilla-Figueras"
1654898,"H. Everett"
901235,"Il Dong Yun"
376947,"Morteza Saheb Zamani"
934018,"Gang Qu"
671874,"Dennis Pfisterer"
802946,"Penousal Machado"
802949,"Gabriel Ghinita"
1392775,"Lusheng Wang"
1196169,"Andrew Jensen Ko"
1622154,"Paul Pop"
802954,"Sriram Krishnamoorthy"
1261713,"Dimitris Gizopoulos"
1228947,"Chr. Becker"
1097885,"Michael G. Hinchey"
376991,"Mohammad Zulkernine"
442530,"Show-Jane Yen"
1523876,"Kok Wai Wong"
1687717,"Lieven Eeckhout"
1523878,"K.-F. Wong"
606372,"M. Luisa Menendez"
1523880,"Depeng Jin"
770216,"J. P. Chevallet"
1425584,"D. Li"
573624,"Mohammad Sadegh Talebi"
147641,"Takuji Narumi"
803001,"Niwat Thepvilojanapong"
1327288,"Milena R. Racheva"
1327292,"J. P. Hoeflinger"
1654970,"Peter A. Flach"
1654974,"H. M. Edwards"
344249,"Mansoor Shafi"
1065152,"Vassilis Plachouras"
1523906,"Paolo Rosso"
180421,"Shawn Singh"
442570,"Akimitsu Kanzaki"
1589451,"Yaacov Yesha"
803020,"Shlomo Geva"
639182,"Michael Siegel"
639187,"Mathias Frisch"
377046,"Shukuan Lin"
1196248,"Giulio Sandini"
1196253,"Carmen Santoro"
1196254,"Corrado Santoro"
278751,"Antonio Nogueira"
278752,"X. M. Chen"
180449,"Augustín Espinosa"
180450,"Patrick Gage Kelley"
1196255,"Andrea Santoro"
1065197,"Pablo Noriega"
1065198,"Robert A. van de Geijn"
1327342,"Sudipto Guha"
1622258,"E. Welzl"
1327348,"Anupam Gupta"
114936,"Frankie K. W. Chan"
671994,"Filippo Bonchi"
934140,"Hans P. Zima"
311553,"Steve Johnson"
934152,"Ulises Cortés"
1622281,"J.-C. Fernandez"
835855,"M. F. Valstar"
573715,"F. Durán"
1556759,"Hiroshi Nagamochi"
1556766,"Kirk Pruhs"
180517,"M. Ivanovic"
1294631,"Jeongsim Kim"
82219,"Pedro C. Diniz"
540971,"Tania Cerquitelli"
311602,"Pew-Thian Yap"
1622323,"C Y Suen"
1491252,"Lori A. Clarke"
1196338,"Adrian Perrig"
1327414,"George Kollios"
1360183,"Lijun Zhang"
278842,"Seok-Hee Hong"
1425723,"Wei Chen"
540988,"Domenico Beneventano"
672061,"Sören Auer"
278845,"SungJe Hong"
573758,"Cèsar Fernàndez"
573761,"M. H. Lim"
1556801,"Kia Makki"
835912,"H. J. Yu"
639311,"M. De Vittorio"
1294671,"Xing Li"
1589587,"Michael J. Brooks"
1556821,"The Duc Kieu"
82262,"Spyridon V. Gogouvitis"
1589590,"Jung-San Lee"
344413,"H. P. Seidel"
508257,"Xiaonan Wu"
704867,"Wei-Tek Tsai"
1196387,"Ivica Crnkovic"
508261,"Xiangqian Wu"
1130854,"Kathleen Suzanne Barber"
835941,"Jung-Hyun Lee"
1196394,"Steven Y. Ko"
1196397,"Madjid Allili"
147831,"Gregorio Convertino"
1622398,"D. P. Williamson"
1196416,"Anthony J. Weiss"
573826,"Masayuki Asahara"
803203,"U. Pal"
1327493,"Maurizio Patrignani"
1589641,"Fernando Santos Osório"
508300,"Joachim W. Schmidt"
344462,"Shamik Sengupta"
1065360,"C. C Kirkham"
770451,"Jamal Atif"
1196436,"Alessio R. Lomuscio"
1130903,"Romain Rouvoy"
770456,"G. Hachtel"
1196440,"Sholom M. Weiss"
1098137,"Danilo Ansaloni"
1327514,"Benjamin Bustos"
1425815,"G. Wellein"
770455,"Marin Bertier"
1360289,"M. Zubair"
1098146,"Jun-Bao Li"
1393059,"Asako Kimura"
672170,"M Li"
410027,"Yll Haxhimusa"
1425837,"Jorge Pérez"
704942,"Sarah E. Hutchinson"
1687986,"Artiom Alhazov"
836028,"Giuseppe Tradigo"
49597,"Seokhie Hong"
1491390,"Tim Teitelbaum"
704957,"Laurent Pautet"
1556928,"Beverly P. Woolf"
573892,"John Domingue"
803269,"M. Madonia"
16838,"Walter S. Lasecki"
278994,"Koichi Ito"
1425880,"Li Xiao"
770521,"Marco Cova"
1262040,"Ernest H. Page"
180698,"Gabriele Kern-Isberner"
508376,"Reda A. Ammar"
475613,"Peiquan Jin"
147936,"Zheng Chen"
1655265,"Antonio Gómez-Iglesias"
1491430,"C. E. Martin"
705000,"Cristina Sernadas"
770538,"Zhibo Chen"
475629,"Qun Jin"
1524216,"Jiri Fiala"
246265,"K. Kianmehr"
1524219,"S. Sur-Kolay"
901629,"C. Lee"
279043,"Hirotake Ishii"
1327629,"Fabio Vitucci"
934414,"Volker Tresp"
344591,"Adam R. Klivans"
1327633,"Fanyu Kong"
82450,"Roy Ageloff"
475667,"Doug Vogel"
868884,"S. Vitabile"
475669,"Ph. Thiran"
573976,"S. M. Allen"
344604,"Walter Binder"
1327647,"E B Koffman"
1458720,"Eduardo Mena"
1458724,"Luo Si"
1524264,"Chih-Yang Lin"
82479,"Rossana Damiano"
606774,"Yasuyuki Tahara"
1491514,"Ramin Sadre"
803388,"Ayman El-Baz"
442941,"M. R. Frater"
1360449,"G. Chen"
180801,"Gideon Juve"
934469,"Tadachika Ozono"
1425991,"Kang Ryoung Park"
574026,"Ruigang Yang"
442964,"B Thalheim"
770657,"J P Delgrande"
1622626,"I V Ramakrishnan"
148065,"Charles Ofria"
868964,"Silvia Mirri"
1262180,"Peng Cui"
1098353,"John Fischer"
1098359,"George Montague Ferguson"
868986,"A M Paschalis"
803450,"José Luis Ambite"
836222,"A. Taleb-Bendiab"
1393286,"Yuan-Cheng Lai"
934541,"Mario J. Pérez-Jiménez"
49806,"Scott Shenker"
410257,"M. Haindl"
377489,"Yosinori Watanabe"
1622681,"Terry Moore"
1327771,"Niki Pissinou"
311965,"Elsa Angelini"
574116,"Nadia Magnenat-Thalmann"
541348,"Hung H. Bui"
541350,"R. Asenjo"
705191,"I.-L. Yen"
803496,"Alessandro De Gloria"
410290,"Juan Francisco de Paz"
1622707,"Roberto Fiutem"
1622708,"Hyung Rim Choi"
1622709,"Vicente Pelechano"
377526,"Caetano Traina, Jr."
148146,"Zhi-Wei Chen"
180924,"R. Cicchetti"
1163964,"D. Long"
705217,"Zbigniew Suraj"
606917,"Andrea Pietracaprina"
180937,"Kazuyuki Amano"
1163977,"Derek Long"
705227,"Yasushi Kiyoki"
1557196,"Adrian Dumitrescu"
1622733,"Ping-Hung Yuh"
606929,"Luc Bougé"
1360594,"Miguel A. Sotelo"
180947,"Md. Monirul Islam"
1622743,"A. Baskurt"
1458910,"Reza Razavi"
1458912,"Hans Reiser"
672481,"Régis Saint-Paul"
1458915,"E. Ardizzone"
1590002,"David Brooks"
1622770,"R. Huang"
115443,"Ralph Deters"
312054,"Sven Apel"
148214,"Guiseppe Antonio Di Lucca"
738046,"Nicholas I. M. Gould"
1622787,"A. F. Gomez-Skarmeta"
541444,"C. Frangos"
148230,"Lakhdar Saïs"
377607,"Agma J.  M. Traina"
1196809,"Phil Feldman"
1524492,"Jihie Kim"
672524,"Jurgen Fripp"
49934,"Samuel Kotz"
1557263,"Jing-Yu Yang"
1622800,"Akos Ledeczi"
246547,"Huzefa Kagdi"
1131284,"L. Martínez"
443158,"Paolo Traverso"
869143,"Benjamin Kaufmann"
1622811,"Kyunghee Choi"
377634,"M. P. Consens"
705314,"Alberto Córdoba"
934695,"Paulo Novais"
410408,"S. Sippu"
1327911,"Gang Kou"
672554,"Rong-Jian Chen"
508711,"Moshe Y. Vardi"
607022,"Roland H. C. Yap"
1491762,"Zvi Lotker"
934709,"Eduardo Guzmán"
49973,"Kuinam J. Kim"
770872,"Elena Troubitsyna"
1557304,"Pierre Jarry"
1164098,"J. Munemori"
705354,"Dan Feng"
1426256,"Sung-Bae Cho"
607060,"Anthony Finkelsteiin"
934741,"H. Andréka"
934742,"Georg Grossmann"
672601,"Ivan Cantador"
1295195,"Jhing-Fa Wang"
1459035,"W. Huang"
1491807,"Samuel Kaski"
803680,"Hirotsugu Kakugawa"
1622887,"Ahmad-Reza Sadeghi"
1524587,"P. W. P. Grefen"
377708,"Keigo Watanabe"
377718,"Kenichi Watanabe"
1622903,"J. Semiao"
82815,"Fabio Calefato"
410498,"Svetlana Lazebnik"
443266,"Jun Han"
1655684,"M. Piñar"
1262467,"Nozha Boujemaa"
770952,"Ricardo Colomo Palacios"
934793,"Steven C.  H. Hoi"
1262474,"F. J. Pelayo"
1557387,"Jiong Yang"
672650,"Victor Robles"
672651,"Yong-Bin Kim"
50062,"J. Freixenet"
344975,"Guido Sciavicco"
1524622,"B. M. Al-Hashimi"
82830,"Andrew Sears"
934808,"Bruce M. McLaren"
50073,"Gerald Weber"
50074,"Gunther Weber"
1295256,"Joonseok Park"
17308,"Daoxu Chen"
50077,"Cesar Gonzalez-Perez"
869282,"C. Kotropoulos"
17323,"Ce-Kuen Shieh"
410541,"Sheikh I. Ahamed"
443316,"P. Bernardi"
705460,"Irene Cheng"
115640,"Ruzena Bajcsy"
705470,"Kazuhide Fukushima"
1557439,"Joey F. George"
50113,"Hamideh Afsarmanesh"
115649,"Rakesh Agrawal"
1328067,"Pavel Kromer"
902083,"Wolfgang Emmerich"
1098689,"Sorin Deaconu"
1426375,"Reiji Suzuki"
345031,"Guolong Chen"
1000399,"Kary A. C. S. Ocaña"
410585,"Marc Pollefeys"
1229793,"Virgil Pavlu"
1295334,"Ken-ichi Fukui"
574440,"Elizabeth Sklar"
279536,"Yunhe Pan"
181237,"Srinivas Devadas"
1688566,"S. Bergamaschi"
345079,"Christine Tanner"
377850,"Regina Borges de Araujo"
508924,"Zhiru Zhang"
312319,"Depei Qian"
869384,"M. Sh. Misrikhanov"
607241,"Tsuyoshi Yamamoto"
377871,"João Araújo"
1328145,"Andrés Cano"
1131545,"Luís Moura Silva"
771099,"Jordi Cortadella"
869404,"H. Ghenniwa"
148510,"Tomoyuki Ohta"
541727,"Arijit Raychowdhury"
377897,"Fabio Roli"
607274,"Joël Ouaknine"
1688621,"Richard J. Hathaway"
705583,"Daniel Cremers"
50225,"Katsunobu Imai"
1557554,"David S. Munro"
574518,"Chao-Tung Yang"
541753,"C. A. Murthy"
1229882,"Dejan S. Milojičić"
443449,"Antero Taivalsaari"
1623102,"Charles S. Parker"
1360958,"H. Zheng"
1098820,"Dan George Tont"
1328202,"Umeshwar Dayal"
246864,"David Zhang"
1459281,"Stephen T. C. Wong"
1524820,"L. Miguel Silveira"
1557589,"Joaquín Derrac"
83032,"Loy Anderson"
246877,"Yunhao Liu"
574559,"Lujo Bauer"
377955,"Robert Orfali"
377956,"Kevin Skadron"
83044,"P. N. Belhumeur"
115814,"Mahantapas Kundu"
541799,"Thomas Schmickl"
902254,"Sérgio V. Campos"
246895,"Y. Huang"
345201,"R. A. Rutenbar"
738422,"Andrew B. T. Hopkins"
574586,"Azlinah Mohamed"
771195,"Jein-Shan Chen"
1164413,"Luciano Baresi"
1393791,"Stuart Card"
1459332,"Raymond Lau"
1524871,"H. Motoda"
1524872,"D. Latella"
83080,"Hiroshi Sawada"
1328266,"Kiyotaka Uchimoto"
312459,"Qinglong Hu"
345230,"Soheil Ghiasi"
1361048,"Mengchu Zhou"
148635,"H. T. Vergos"
148636,"Jan Rittinger"
738461,"E. Hossain"
1459362,"Ethan L. Miller"
1623205,"Eunmi Choi"
50346,"B. W. Weber"
607404,"Quan Z. Sheng"
1524909,"Yanjiang Yang"
541871,"Ben Chang"
378032,"Anthony G. Cohn"
1262767,"Bernardino Arcay"
1590455,"Aaron Harwood"
869563,"Hongli Xu"
672955,"Hideyuki Tamura"
1328317,"Cathal Gurrin"
1656002,"Naoki Kawakami"
148675,"Reddy C. J."
1688773,"Daiji Fukagawa"
607434,"Füsun Özgüner"
902346,"Anthony LaMarca"
1492171,"Hironori Kasahara"
1557709,"Yong Yu"
1656022,"Hiroshi Kawakami"
902360,"J. N. Carter"
1459423,"Yi Chang"
148706,"Arto Salomaa"
1623268,"Jeffrey Mark Voas"
1524965,"A. Bouajjani"
345317,"Thomas Geßner"
935149,"Philip Heidelberger"
771311,"Surajit Chaudhuri"
50416,"John A. Stankovic"
1492208,"Ali Bilgin"
1426674,"Wilfred Ng"
1426675,"Wee-Keong Ng"
1197303,"Z. Zdráhal"
476409,"Luis Moniz Pereira"
279802,"Chris Harrison"
378105,"G. R. Duan"
345342,"José Neves"
476416,"Elizabeth M. Rudnick"
1623297,"Hyung-Il Choi"
1131781,"Albert Solé-Ribalta"
509191,"Hyeonjoong Cho"
1361161,"Pietro Sala"
410890,"Paul Grünbacher"
378124,"M. Burrows"
607501,"Richard F. Paige"
378125,"J R Kennaway"
378127,"Jean-Jacques Quisquater"
1459475,"M. M. Halldórsson"
1066264,"E. Herrera-Viedma"
1393945,"Joan Preppernau"
83227,"P. Fraternali"
902431,"Jungyun Seo"
50467,"Grzegorz Czajkowski"
1361190,"Bart De Win"
1688873,"Sheqin Dong"
279850,"Nikhil Jayakumar"
1590573,"Thi Thi Zin"
869681,"Zhenglu Yang"
1295668,"Shinichi Honiden"
509238,"Dragana Krstic"
50491,"W. A. Gray"
1099067,"Richard Werner Nelem Pazzi"
1328445,"Erzébet Csuhaj-Varjú"
1262913,"Laurent Najman"
116036,"P. Bodorik"
1295685,"Rozeta Miho"
1000774,"D. F. Wolf"
443718,"John Pugh"
1688904,"F. Dignum"
1393990,"Sándor M. Szilágyi"
116041,"Michal Batko"
804170,"Ran Ginosar"
705868,"Zixue Cheng"
1066314,"Mark Hall"
378190,"Michael Beigl"
836945,"K. Masu"
574803,"Joan F. Boyar"
181588,"K.-T. Cheng"
836948,"Walter F. Truszkowski"
574806,"Ahmet T. Erdogan"
804179,"T. Villa"
705881,"Béla Bollobás"
410970,"Lars Braubach"
1099097,"Juan A. de la Puente"
1361242,"Bertrand Thirion"
542047,"Ulrik Brandes"
1262944,"Alden H. Wright"
247138,"T. Hüfner"
1295715,"Donald Sannella"
443750,"Sung-Woo Tak"
771431,"Ladislau Boloni"
542055,"Maarten Vergauwen"
1099113,"Jesús Medina"
1230192,"Hao-wei Hsieh"
771444,"Ignacio Martín Llorente"
1459574,"G D Sullivan"
1033590,"Michal Jakob"
1361270,"Hao Luo"
542073,"Jorng-Tzong Horng"
1688956,"D Estrin"
836992,"J. D. Lee"
1459587,"Arash Rafiey"
312709,"J. Soldatos"
1557894,"P. S. C. Alencar"
17805,"Hugo de Man"
804238,"K. Kinoshita"
1557902,"Geert Deconinck"
443793,"Haruhiko Kaiya"
1361298,"Y. K. Chen"
1394067,"Tao Wang"
1361300,"Yuehui Chen"
869781,"Jee-In Kim"
869791,"Jong-Kook Kim"
1361314,"Yuh-Min Chen"
378279,"A. Bernasconi"
312745,"Aïda Valls"
1131947,"Michael Nölle"
1656238,"M. Herbordt"
345523,"G Pappalardo"
1361331,"Chi-sing Leung"
705972,"Michael Whalen"
1525174,"Yee-Hong Yang"
443834,"Andreas L. Symeonidis"
181691,"Jie Yin"
902588,"Andreja Tepavčevic"
1328576,"Peter McBurney"
738753,"Manuel Wimmer"
1033666,"G. Cornuéjols"
738756,"Emilio Soria-Olivas"
509381,"Toyoaki Nishida"
738758,"Fabian M. Suchanek"
869833,"A. Bugarín"
443850,"Gabriel Valiente"
869836,"Charles Hawkins"
673230,"Meijuan Gao"
1623502,"P. Monteiro"
1263058,"David Gelernter"
1164759,"Saumitra M. Das"
1295841,"Jian Yang"
1328611,"P. Narasimhan"
1426923,"Daniel de Oliveira"
1099244,"Gabriela Tont"
673261,"Amlan Ganguly"
509428,"Z. Zhang"
509430,"Tsutomo Sasao"
869879,"Ken-ichi Kawarabayashi"
738808,"Karsten Stegmann"
378359,"J. Van Campenhout"
1066490,"Jiming Chen"
1394168,"Seung-Woo Lee"
1164802,"Seiya Imoto"
443906,"Randy Katz"
312844,"Alexei Sharpanskykh"
443924,"Andrea Torsello"
83478,"Ho-Sung Park"
771608,"Qun Liu"
50714,"Isaac G. Councill"
771611,"Ting Liu"
902685,"Emiliano Miluzzo"
1295903,"Jun Yang"
1361443,"R P W Duin"
1295907,"Jin Han Park"
1132069,"H. Müller"
1590832,"Deng Cai"
771639,"Joseph K. Liu"
1132087,"Jurriaan D. Mulder"
247357,"Yici Cai"
1033794,"Holger M. Kienle"
443972,"Jun Hakura"
968261,"V. S. Deineka"
247366,"Vicenç Torra"
1099335,"Andrew D. J. Cross"
1623624,"Luca Mottola"
935497,"Guy Kortsarz"
1492556,"Eddy Z. Zhang"
1263182,"Alfio Ferrara"
214606,"KwangJin Park"
1263185,"Anna Lisa Ferrara"
738898,"Jianzhong Zhou"
1164890,"Charalampos Konstantopoulos"
1197658,"Dragan Gamberger"
1459808,"Wei Yang"
771684,"E. V. Vorozhtsov"
1689189,"Matti A. Hiltunen"
1590886,"Dingding Wang"
1099366,"Cassio Pennachin"
1492585,"D. Nussbaum"
149099,"You-Chiun Wang"
1164910,"Herman J. Haverkort"
50799,"Hannes Moser"
1459823,"Barry Porter"
1328756,"I. J. Pérez"
1164918,"Vern Paxson"
247415,"Seungwhun Paik"
280182,"Hideo Fujiwara"
181884,"Gian Luigi Ferrari"
902784,"B Wielinga"
902785,"Abdelmadjid Bouabdallah"
968323,"Joost Katoen"
1132169,"Jim Melton"
50828,"Nikolaos Tsantalis"
509582,"Niek J. E. Wijngaards"
476816,"Ruben Posada-Gomez"
1164946,"Luiz S. Oliveira"
1525395,"Hirotaka Ono"
1197715,"James C. Hoe"
247448,"Rui Yamaguchi"
1328794,"Huawei Li"
476828,"Yaochu Jin"
444062,"Lene M. Favrholdt"
280223,"Cristina Bazgan"
837281,"Akrivi Vlachou"
116386,"Denis Lalanne"
968355,"Amanda Spink"
804514,"Hanspeter Pfister"
804513,"F. García"
1263266,"K. Keutzer"
280235,"Leonidas I. Kontothanassis"
1099437,"Adam Young"
83630,"Manuel Graña"
1066674,"Yasuyuki Nogami"
771762,"I. Inza"
837304,"Andrea Weidlich"
640698,"Jaime Delgado"
804541,"E. Ros"
1230525,"Yun Sing Koh"
1263297,"Pascal Bouvry"
739011,"D. Zeinalipour-Yazti"
870087,"Jonas Poelmans"
444106,"N. Nishimura"
1623756,"M T Goodrich"
673485,"Alberto Fernández"
1689292,"Ke Tang"
1263311,"T. Srikanthan"
1427152,"Kendall Martin"
607955,"L. Hluchý"
837331,"Dmitri Botvich"
1459935,"Pedro Furtado"
83679,"Kiev Gama"
378597,"Evan Suma"
1099499,"Daniel Roggen"
1591020,"Joseph V. Hajnal"
771819,"Wojciech Matusik"
509676,"Jian Tang"
345844,"Antonio Camurri"
83701,"Julio Gonzalo"
706295,"Tak-Lam Wong"
345847,"Nuno Ferreira Neves"
182007,"Avivit Levy"
1394427,"Koushik Sen"
1361662,"Yinglian Xie"
1656575,"Dimitrios Tzovaras"
1099523,"Lawrence C. Metzelaar"
542468,"Fatos Xhafa"
1001220,"Mathhew Wolf"
1099525,"R. F. Gabasov"
739078,"Qingcai Chen"
50951,"Adas Gelzinis"
1361672,"Huan Liu"
1361676,"Jan Sudeikat"
640782,"M. Delgado"
608016,"Alex C. Snoeren"
1328913,"Maxime Crochemore"
1591058,"W. O. Cesário"
149266,"J. M. Juarez"
280339,"Miron Livny"
1394453,"I. Moerman"
182038,"Z. Kozareva"
182043,"Federico M. Sukno"
149276,"Miho Ohsaki"
640799,"Antonio F. Diaz"
444194,"Wen Xiao"
837411,"Navonil Mustafee"
83749,"Karim Arabi"
1591083,"Johan Tordsson"
542510,"Xia Sun"
1558321,"Kazunori Takashio"
1099571,"Youssef Iraqi"
18228,"Willem Visser"
411450,"Greg Stitt"
1001275,"Antonio Robles-Kelly"
1623868,"Sudip Misra"
542523,"Shi-Jinn Horng"
575293,"Ellen Yi-Luen Do"
1656634,"M. Snoeck"
345924,"J. M. Zurita"
345925,"John Derrick"
345928,"Gustavo Zurita"
870221,"Soon-Kyeong Kim"
1689424,"Abir Hussain"
477008,"Nir Sochen"
575315,"M. A. Do"
1361747,"Vivek Sarkar"
1165140,"Chong Wah Ngo"
116568,"Luc Martens"
837468,"Chadi Assi"
1460063,"Bogdan Trawinski"
608115,"D R O'Hallaron"
542580,"I Pitas"
1460085,"Wei Zhang"
1230715,"Yunho Lee"
116604,"Mehdi Saeedi"
804736,"A. Harth"
1689473,"Enrico Bini"
935808,"Alexander Rast"
411523,"Luis F. Luna-Reyes"
804747,"Mei-Yuh Hwang"
739213,"Arthur Zimek"
214928,"Jun Zhu"
1099665,"Victor Callaghan"
903059,"Fatos Xhafa"
1329048,"Srinivasa G. Narasimhan"
247718,"Richard Anderson"
247722,"Tuomas W. Sandholm"
1296300,"Ron Ruhl"
1394605,"Santanu Sarkar"
1165230,"Rainer Steinwandt"
1492912,"Andrey Rybalchenko"
739249,"Frank Wallhoff"
1623990,"O-Hoon Choi"
346038,"C Jutten"
214973,"Simon S Lam"
247747,"Mainak Chatterjee"
1132492,"John A. Vince"
247759,"J. Hrušák"
1656784,"Lloyd W. Rutledge"
1296335,"Yoshiaki Shirai"
1296338,"R Wiehagen"
182228,"Abraham Prieto"
1460182,"R. Fullér"
1394651,"Álvaro Herrero"
1066972,"Agnese Augello"
673763,"Fabio Martinelli"
509925,"Seung-Hoon Na"
1263589,"Judy Kay"
837609,"Yi-Hsuan Yang"
575465,"Arkadi Nemirovski"
247791,"A. Perina"
903152,"Kim Marriott"
641007,"A. E. Delgado"
444402,"Miguel Rocha"
870387,"Timothy C. Hawkins"
247792,"Tien-Sheng Tsai"
509941,"F. Azaïs"
1558518,"Ramon Hervas"
149504,"C J Taylor"
1361921,"P. Vytelingum"
149508,"Ioannis Chatzigiannakis"
51204,"F. Vahid"
1329157,"Francisco J. Martinez"
477188,"Shudong Jin"
444424,"Ahmed E. Hassan"
1263629,"Sergei Nirenburg"
444441,"P. M. Melliar-Smith"
1361945,"J. V. Tucker"
51225,"Chung-chieh Shan"
444454,"Ismail Sengör Altingövde"
1394727,"István Ráth"
804905,"David E. Goldberg"
1656874,"Stephen Beale"
1099817,"Katsuhide Fujita"
280620,"Anirban Mukhopadhyay"
444458,"Hans-Joerg Schek"
575546,"Michael Rusinowitch"
1361983,"Gaëlle Calvary"
182344,"Iosif Mporas"
1296456,"Peter J. Smith"
1427530,"Jiawei Han"
608332,"Dániel Varró"
444496,"Kunihiro Nishimura"
1001552,"Adenauer C. Yamin"
1591377,"Görschwin Fey"
444499,"Branka Vucetic"
1198165,"R. P. Brazile"
444503,"Haruhiko Nishimura"
346206,"P. Eades"
1362018,"Sophia Ananiadou"
804964,"Robert Hirschfeld"
870501,"M. Yoshimoto"
346212,"Roope Raisamo"
346213,"David Corne"
346217,"S. C. Sawyer"
706669,"Wilfried Lemahieu"
641134,"Frank Leymann"
313458,"Albert Oliveras"
84084,"P. A. Strooper"
739444,"Ugo Vaccaro"
1329279,"Ashish Choudhary"
18559,"Jia Yu"
313473,"Mita Nasipuri"
510085,"P. Marchal"
641157,"Enrico Vicario"
1132680,"Pradeep K. Atrey"
444553,"Shietung Peng"
379020,"Henrique Andrade"
1099916,"John Howse"
1460371,"José M. Quintana"
116884,"Genoveva Vargas-Solar"
968852,"Jaihie Kim"
1362070,"Carsten Gutwenger"
379030,"Guido Araujo"
477338,"Ivan Tanev"
379042,"Paliath Narendran"
346275,"H Niemann"
1329314,"Charles Krasic"
510117,"A. Silberschatz"
510118,"Abraham Silberschatz"
346284,"Feng Chen"
51375,"Varun Grover"
247983,"Jiří Velebil"
280756,"J. Villar"
805052,"Micheal A. Shepherd"
18625,"Jingyuan Zhang"
84162,"Hiroshi Furutani"
542916,"Jorge L. V. Barbosa"
870598,"Hui Li"
313543,"Minsik Cho"
575691,"Takashi Washio"
1591501,"Marcello Cinque"
837844,"Nicola Bicocchi"
51414,"Luciano Bononi"
1525978,"Wha Sook Jeon"
510176,"S. Shenoi"
805092,"Andrew D. Wilson"
1001702,"Felix Wolf"
1591533,"Miguel A. Salido"
346351,"Pete Sawyer"
1493233,"F. Orciuoli"
1591540,"Paul Mulholland"
1591541,"Deok-Gyu Lee"
51451,"F. Pernuš"
1296639,"Daniel Hughes"
444676,"Haiyun Luo"
346376,"Matthew E. Taylor"
1132808,"S. Jagannathan"
379148,"Cees de Laat"
51473,"Michael Schrefl"
805138,"Jui-Chen Yu"
1132820,"Chia-Lin Yang"
1624341,"Chunlin Li"
313623,"Jerry Joyce"
1394971,"Dagan Feng"
1132830,"Min Young Chung"
84254,"Jisheng Zhao"
1526049,"Ahmed Hadj Kacem"
149799,"P. Pucheral"
182569,"C. Spampinato"
444716,"Vincent Conitzer"
215348,"S. Y. Liao"
444725,"Isaac Meilijson"
